format	download_at	full_price	name	publisher	release_date	pages	dimensions	ISBN-10	ISBN-13	customers_review	about	height	width	depth
CAPA COMUM	2024-04-09T11:37:31.766963	37.9	Spy X Family Vol. 3	PANINI	2024-05-20	192	19.8 x 13.6 x 0.8 cm	6555129026	978-6555129021	4.9	Yuri, o irmão de Yor, aparece na casa dos Forger para uma visita!! Escondendo as identidades de espião e agente da Polícia Secreta, Twilight e Yuri sondam as intenções um do outro. Até que Yuri, sempre parcial à própria irmã, exige uma prova de que ela e Twilight são realmente um casal...!! Leia mais	19.8	13.6	0.8
CAPA COMUM	2024-04-15T15:03:28.516690	39.9	Cavaleiros do Zodiaco The Lost Canvas Gaiden Especial - Vol. 09	EDITORA JBC	2023-07-24	208	13.2 x 1.2 x 20 cm	6555944641	978-6555944648	155.0	O gigante lendário da antiguidade, selado por Aldebaran – o Cavaleiro de Ouro de Touro –, está para despertar! E a primeira grande missão de Teneo, sucessor do Touro, é justamente deter essa calamidade e salvar o santuário e a Terra! Leia mais	20.0	13.2	1.2
CAPA COMUM	2024-04-09T11:37:44.938894	37.9	Spy X Family Vol. 5	PANINI	2024-05-20	200	20 x 13.6 x 0.6 cm	6559600955	978-6559600953	4.9	"O cão clarividente Bond se junta à família, e parecia que tanto os Forger quanto a Operação ""Strix"" entravam nos eixos... mas eis que Anya se vê no maior apuro de sua vida com a chegada dos exames parciais!! Como terminarão essas tumultuadas provas, que podem render stellas ou tonitrus...?! Leia mais"	20.0	13.6	0.6
CAPA COMUM	2024-04-15T15:03:36.330014	39.9	Cavaleiros do Zodiaco The Lost Canvas Gaiden Especial - Vol. 10	EDITORA JBC	2023-07-24	192	13.2 x 1.2 x 20 cm	655594465X	978-6555944655	142.0	Sísifo, irmão mais novo de Ilias, o Cavaleiro de Leão e herói do Santuário, alimenta uma grande admiração por ele e se candidata para ser o Cavaleiro de Sagitário. Ele consegue se tornar um Cavaleiro de Ouro, mas percebe que isso não era o fim, mas sim o começo da batalha contra si mesmo, por suas próprias escolhas e futuro. Sua primeira missão como Cavaleiro de Ouro é ir até o Oráculo de Delfos para pegar os manuscritos, mas o que o aguarda no templo era o futuro profetizado e imutável… Leia mais	20.0	13.2	1.2
CAPA COMUM	2024-04-09T11:37:48.978873	33.9	The Promised Neverland Vol. 1	PANINI	2024-05-20	192	20 x 13.6 x 1.4 cm	8542612426	978-8542612424	4.8	Ela é amada como uma mãe, mas não é uma mãe de verdade. E as crianças que vivem juntas também não são irmãos de verdade. Emma, Norman e Ray vivem felizes em um remoto orfanato, porém, esses alegres dias estão prestes a acabar... Leia mais	20.0	13.6	1.4
CAPA COMUM	2024-04-15T17:08:02.641034	15.0	Soul Eater - Vol. 24	EDITORA JBC	2012-07-1	200	18 x 11.8 x 1.2 cm	8577878740	978-8577878741	14.0	Começa a batalha final contra o Kissin em território lunar! A insanidade atinge níveis alarmantes, fazendo com que as pessoas mais fracas sejam imediatamente contagiadas por ela. Ocorre uma disputa pelo poder do Kissin, que acaba fazendo com que os prodígios da AMAAN tenham que enfrentar uma velha amizade… AUTOR: Atsushi,Ohkubo No. PÁGINAS: 200 Leia mais	18.0	11.8	1.2
CAPA COMUM	2024-04-09T12:53:42.359584	39.9	Star Wars: Caçadores de Recompensas Vol. 5	PANINI	2023-09-22	144	17 x 0.9 x 26 cm	6525906555	978-6525906553	5.0	Dengar apresenta suas armas! O mais subestimado dos caçadores de recompensas da galáxia vem liderando a equipe de T’onga numa tentativa desesperada de invadir a fortaleza da Aurora Escarlate… mas ele também está levando o grupo para uma armadilha! Agora, resta pouco tempo… e um membro do time pode sucumbir à vingança letal de Vukorah. Enquanto isso, o cibernético Valance encontrou um novo propósito como arma secreta de Darth Vader. Mas até onde ele está disposto a ir para proteger um oficial do Império contra assassinos? Talvez Dengar esteja prestes a receber exatamente aquilo que merece! Valance toma uma decisão que vai mudar tudo! Então, os caçadores de recompensas se veem aflitos para escapar do campo gravitacional de um buraco negro. Isso se os Pykes não os matarem antes! Leia mais	26.0	17.0	0.9
CAPA DURA	2024-04-09T12:53:45.927564	76.9	Monstro do Pântano: Inferno Verde	PANINI	2023-09-22	160	21.5 x 1 x 27.5 cm	6525906849	978-6525906843	4.3	A Terra está quase extinta. Os últimos remanescentes da humanidade se agarram a uma ilha no topo de uma montanha perdida enfrentando uma enchente sem fim. Os Parlamentos do Verde, do Vermelho e da Decomposição concordam: é hora de limpar a lousa e começar o ciclo da vida novamente. E, para fazer isso, eles uniram seus poderes para invocar um avatar: um dos monstros mais horríveis que já espreitaram a superfície deste planeta abandonado. Contra uma criatura como essa, não pode haver resistência… a menos que você tenha um soldado que entenda o inimigo. Alguém que já usou suas táticas antes. Alguém como Alec Holland. Leia mais	27.5	21.5	1.0
CAPA COMUM	2024-04-15T17:08:05.556633	15.0	Soul Eater - Vol. 22	EDITORA JBC	2012-07-1	200	17.8 x 12 x 1.2 cm	8577878546	978-8577878543	12.0	A chama do desejo chamado de “Insanidade”… Como a Spartoi irá agir diante da ordem do Doutor Morte de executar Crona? E a batalha na Lua está só começando! Mas o Doktor Stein parece ter sido tragado completamente pela Insanidade, e o Kid é chamado pelo Doutor Morte para uma missão especial! Será a AMAAN capaz de superar a Insanidade e chegar até o Kissin sem o Kid e com o Stein instável?! Ao que tudo indica, as Guerras Lunáticas não irão acabar tão cedo…! AUTOR: Atsushi,Ohkubo No. PÁGINAS: 200 Leia mais	17.8	12.0	1.2
CAPA COMUM	2024-04-09T12:53:49.487544	31.9	Avante, Vingadores! (2022) Vol. 13	PANINI	2023-09-22	112	17 x 0.7 x 26 cm	6525906725	978-6525906720	5.0	Depois de muito tempo suprimido dentro da mente do Hulk, Titã emergiu - e está procurando briga. Conforme Bruce descobre a verdadeira fonte e identidade de Titã, ele compreende que destruição é a única alternativa à sua frente. Paralelamente, quando os aliados do Capitão América encontram-se espalhados através do país sem memória de como chegaram até ali, Steve vai precisar pedir ajuda a ninguém mais ninguém menos que a mutante Emma Frost! Sam Wilson, por sua vez, vai encarar as consequências de seu enfrentamento com o Lobo Branco quando a condição do Falcão piora. Por fim, bem quando T’Challa pensava que seus segredos do passado tinham ficado para trás, a revelação sobre a verdadeira identidade de seu novo inimigo o abala profundamente, e suas ações conseguintes podem tensionar a sua relação já complicada com a equipe dos Vingadores. Leia mais	26.0	17.0	0.7
CAPA COMUM	2024-04-15T17:08:08.938414	10.0	Soul Eater - Vol. 19	EDITORA JBC	2012-07-1	200	18 x 12 x 1.2 cm	8577878112	978-8577878116	197.0	O que as almas deles buscam são a “ordem” suprema e a “força” suprema. O Black?Star consegue chegar onde o Kid está aprisionado, mas o filho do Morte já havia sido tomado pela Insanidade! Enquanto dá-se início à batalha entre um deus e o homem que quer superar deus, Maka tem que deter a intenção assassina de Giricco acumulada durante 800 anos no capítulo da Preguiça! Que fim levarão essas duas últimas batalhas no Livro de Eibon?! AUTOR: Atsushi,Ohkubo; No. PÁGINAS: 200 Leia mais	18.0	12.0	1.2
CAPA COMUM	2024-04-09T12:53:53.291523	33.9	Naruto Gold Vol. 5	PANINI	2023-09-15	208	19.8 x 13.2 x 1.2 cm	8542602951	978-8542602951	4.9	Indicados por Kakashi-sensei, Naruto e seus companheiros de equipe prestarão o Exame Chunin! Sasuke é desafiado para uma batalha antes mesmo de chegar ao local do exame, o que prenuncia um grande tumulto...!! Enfim começam as provas de seleção, reunindo indivíduos estranhos e poderosos...!! Leia mais	19.8	13.2	1.2
CAPA COMUM	2024-04-15T17:08:11.883101	15.0	Soul Eater - Vol. 23	EDITORA JBC	2012-07-1	200	18 x 12 x 1.2 cm	9788577878673	978-8577878673	8.0	E a AMAAN se ergue contra a Insanidade! Sob o comando de Kid, o Dirigível Sobrenatural avança em direção a Lua para eliminar o Kissin. Porém, para cumprir essa missão, Kid terá que passar pelo Julgamento das Bruxas e tentar convencê-las a ajudar. Será que ele conseguirá diminuir a distância que separa a AMAAN das bruxas e fazê-las lutarem juntas? Ou a corrente de ódio continuará…? AUTOR: Atsushi,Ohkubo No. PÁGINAS: 200 Leia mais	18.0	12.0	1.2
CAPA COMUM	2024-04-09T12:53:57.083502	33.9	Naruto Gold Vol. 6	PANINI	2023-09-15	184	20 x 13.4 x 1 cm	8542603230	978-8542603231	4.9	Começa a segunda prova do Exame Chunin!! Enquanto Naruto e seus amigos batalham por pergaminhos numa floresta sinistra, seres desconhecidos agem secretamente nos bastidores do exame. Qual será o resultado dessa prova cruel, que coloca em jogo a vida de seus participantes...?! Leia mais	20.0	13.4	1.0
CAPA COMUM	2024-04-15T17:08:15.049884	10.0	Soul Eater - Vol. 21	EDITORA JBC	2012-07-1	200	17.8 x 11.6 x 1.2 cm	8577878430	978-8577878437	6.0	A AMAAN sanciona a execução de Crona e incumbe a Spartoi para a sua realização! Todos achavam que o Doutor Morte estava sendo precipitado na decisão e cruel demais com a Maka ao ordenar que ela mate Crona, mas Maka aceita isso como última esperança para impedir Crona de continuar cometendo atrocidades. Para localizar Crona, Maka usa toda a sua capacidade de Detecção da Alma e expande a percepção para o mundo inteiro, só que antes mesmo de encontrar Crona, ela acaba localizando o próprio Kissin Asura! AUTOR: Atsushi,Ohkubo No. PÁGINAS: 200 Leia mais	17.8	11.6	1.2
CAPA DURA	2024-04-09T12:54:00.827482	99.9	Monster Kanzenban Vol. 8	PANINI	2023-09-15	432	21.8 x 16 x 4 cm	6555128100	978-6555128109	4.9	"Por conhecer Johan, Eva foi sequestrada e levada a Frankfurt por uma organização de extrema-direita que deseja entrar em contato com ele. Martin, o guarda-costas encarregado da proteção de Eva, coloca seu próprio senso de justiça à frente das ordens que recebeu...! Enquanto isso, Tenma decide confrontar Johan e Nina busca lembranças perdidas de sua infância, que podem conter a origem do ""monstro""! Tudo que Johan representa caminha para o fim. Leia mais"	21.8	16.0	4.0
CAPA COMUM	2024-04-15T17:08:18.114029	10.0	Soul Eater - Vol. 17	EDITORA JBC	2012-07-1	200	17.8 x 12 x 0.6 cm	8577877612	978-8577877614	6.0	Confronto! Black Star vai ter que enfrentar Crona, que teve a sua Insanidade explodida pelas mãos da Medusa! Como o grande homem irá superar a rigidez do novo Schwarzes Blut de Crona?! Que comece a saga de resgate do Death the Kid, com direito a um mergulho nos sete pecados capitais do Livro de Eibon! AUTOR: Atsushi,Ohkubo; No. PÁGINAS: 200 Leia mais	17.8	12.0	0.6
CAPA DURA	2024-04-09T12:54:04.367462	89.9	A Bela Casa do Lago Vol. 1	PANINI	2023-09-15	192	17 x 1.2 x 26 cm	6525906822	978-6525906829	4.7	Todos os convidados conhecem Wlater. Bem, conhecem um pouco, pelo menos. Alguns conhecem desde crianças, outros, há apenas alguns meses. E Walter sempre foi meio… estranho.Mas depois do ano mais difícil da vida de muitos deles, ninguém queria negar o convite de Walter para sua linda casa na floresta, com vista para um enorme lago. É bela, opulenta, privada… então, uma semana aguentando as extravagâncias de Walter em troca das férias que muitos poderiam apenas sonhar… bem, por que não?As inquietudes e ansiedades do século 21 assumem uma nova e aterrorizante face – e que pode ser a face da pessoa em que você mais confiava. Leia mais	26.0	17.0	1.2
CAPA COMUM	2024-04-15T17:08:21.255057	15.0	Soul Eater - Vol. 16	EDITORA JBC	2012-07-1	200	17.8 x 11.8 x 1 cm	8577877566	978-8577877560	1.0	Uma nova saga começa com o Soul se tornando Death Scythe! A Maka descobre que pode voar porque sua alma tem o formato de Grigori, “formato de anjo”, e treina seu voo que usa o Soul como plataforma. No meio do treinamento, Maka e Soul são surpreendidos por Gopher, enviado pelo Noah que quer de qualquer jeito obter a Maka para sua coleção, por conta da elevada Capacidade de Detecção de Almas dela. O voo dos dois ainda está longe de ser satisfatório e o inimigo os força a lutar no ar, mas…? AUTOR: Atsushi,Ohkubo; No. PÁGINAS: 200 Leia mais	17.8	11.8	1.0
CAPA COMUM	2024-04-09T08:39:32.553154	12.9	The Seven Deadly Sins: Nanatsu no Taizai - Volume - 7	JBC	2015-05-1	190	20.4 x 13.4 x 0.4 cm	8545700679	978-8545700678	4.8	O grito desesperador de Elizabeth soa por toda a área, e Meliodas retorna como se ouvisse sua súplica. No entanto, sua aparência estava tomada por algo sinistro… AUTOR: Nakaba,Suzuki No. PÁGINAS: 190 Leia mais	20.4	13.4	0.4
CAPA COMUM	2024-04-09T08:43:02.133897	14.5	Love Hina Especial - Volume - 3	JBC	2014-06-1	194	20.4 x 13.4 x 1.2 cm	8577876896	978-8577876891	4.8	Quando Keitarô estava certo de que havia encontrado a tal garotinha da promessa, e que ela era Naru, ela diz que não poderia ser… se não é a Naru, então quem é a garotinha da promessa? Depois de passarem por muitas situações engraçadas, Keitarô e Naru continuam a viagem dos reprovados. Eles pegam um barco em direção a Kyushu e conhecem uma garota muito estranha, chamada Mitsumi Otohime. AUTOR: Ken Akamatsu No. PÁGINAS: 194 Leia mais	20.4	13.4	1.2
CAPA COMUM	2024-04-09T08:43:44.285387	156.0	Sailor Moon - Volume - 1	JBC	2014-04-1	206	18 x 11.8 x 1.2 cm	8577877752	978-8577877751	4.9	Usagi é uma ginasial de 14 anos. Como muitas meninas de sua idade, é desastrada, distraída e um tanto preguiçosa. Em um encontro, aparentemente ao acaso, a jovem acaba conhecendo uma gatinha falante e, através dela, descobre ser dona de incríveis poderes. Por conta disso, acaba recebendo uma grande missão! Agora ela terá de encontrar suas companheiras, descobrir se o mascarado que ela acha lindo é amigo ou inimigo e proteger uma princesa, mas nada disso é tão difícil para ela do que acordar cedo para ir para a escola! Será que ela consegue? AUTOR: Naoko,Takeuchi No. PÁGINAS: 206 Leia mais	18.0	11.8	1.2
CAPA COMUM	2024-04-09T08:45:00.012568	15.99	Genshiken - Volume 9	JBC	2013-06-1	180	20.32 x 13.46 x 1.27 cm	8577878228	978-8577878222	5.0	A história do Clube de Estudos da Cultura Pop Japonesa chega ao fim. Após visitar o templo e assistir o nascer-do-sol do primeiro dia do ano, Ogiue tem que “cuidar” da otaku estrangeira, Sue, e aturar suas manias estranhas. Ela também decide enviar seu material a uma editora e pede ajuda ao namorado, Sasahara. Além disso, Madarame tem de enfrentar seus medos em relação ao amor. Mais um ano letivo se encerra, parte da turma vai se formar, e o Genshiken como conhecemos não será mais o mesmo. Leia mais	20.32	13.46	1.27
CAPA COMUM	2024-04-09T08:45:43.636148	14.4	Cavaleiros do Zodíaco (Saint Seiya) - The Lost Canvas: A Saga de Hades - Volume 4	JBC	2013-01-1	192	20.4 x 13.4 x 0.8 cm	857787060X	978-8577870608	4.0	Uma missão deve ser cumprida no Mundo dos Mortos: encontrar a árvore chamada Mokurenji. Tenma, Yato e Yuzuriha estão perto de alcançar seu objetivo, no entanto mais de um obstáculo aparece no caminho dos dois cavaleiros e da guerreira de Jamiel. Um novo confronto entre Tenma e Hades acontece, além da presença de um inesperado visitante: o Cavaleiro de Ouro de Virgem. Enquanto isso, os espectros ressuscitados por Hades aproximam-se cada vez mais do santuário, e a pulseira que conserva a vida de Tenma está prestes a secar completamente... Avante Cavaleiros de Athena! Leia mais	20.4	13.4	0.8
CAPA DURA	2024-04-09T08:12:09.777231	139.9	CONAN, O CIMÉRIO – EDIÇÃO DEFINITIVA (VOLUME 3)	PIPOCA E NANQUIM	2023-02-28	212	23 x 10 x 31 cm	6554480463	978-6554480468	4.9	Conan, o mais notório herói criado pelo cultuado escritor Robert Erwin Howard, que já completou 90 anos de existência, é o astro da coleção de quadrinhos franceses Conan, o Cimério, trazida ao Brasil pela Pipoca & Nanquim em versão definitiva.Lançadas originalmente pela editora Glénat, estas aventuras do bárbaro apresentam releituras dos contos do personagem, inicialmente imortalizados nas páginas da lendária revista pulp Weird Tales, e, posteriormente, lançados como livros e compilações em formatos variados. Cada volume francês é produzido por uma equipe criativa diferente, que, em sua totalidade, compreende os artistas mais talentosos de sua geração, portanto esta é a oportunidade perfeita para mergulhar no rico universo da Era Hiboriana pela primeira vez ou revisitá-lo por meio de novos olhares.Esta terceira edição definitiva reúne três volumes publicados na França: Os Profetas do Círculo Negro, de Sylvain Runberg, Park Jae Kwang e Ooshima Hiroyuki, considerada uma das melhores histórias do personagem escritas por Robert E. Howard, em que a princesa Yasmina precisa da ajuda do cimério para salvar seu reino de um golpe de Estado; Inimigos em Casa, de Patrice Louinet e Paolo Martinello, em que o bárbaro é cooptado pelo nobre Murilo para cometer um assassinato e acaba sendo envolvido em um perigoso complô político; e O Deus na Urna, de Doug Headline e Emmanuel Civiello, em que Conan é contratado para roubar um valioso cálice, mas nem imagina que isso o levará de encontro a um mistério envolvendo um deus ancestral.Conan, o Cimério – Edição Definitiva Vol. 3 tem formato europeu de 23 x 31 cm, capa dura, 212 páginas coloridas em papel offset e uma galeria de extras com textos, ilustrações e esboços sobre a criação das histórias. Uma verdadeira ode ao gênero Espada & Feitiçaria! Leia mais	31.0	23.0	10.0
